PainLocation,AgeGroup,Intensity,Capacity,RecommendedExercise,Frequency
PCOS,Adult,High,Advanced,Cardio Exercises,Bi-Weekly
Back,Senior,Low,Advanced,Superman Exercise,Weekly
Back,Senior,High,Intermediate,Superman Exercise,Daily
Elbow,Adult,Medium,Intermediate,Resistance Band Curls,Weekly
Back,Teen,Low,Advanced,Deadlifts,Weekly
Osteoporotic,Adult,Low,Advanced,Balance Exercises,Bi-Weekly
Back,Senior,High,Advanced,Cat-Cow Stretch,Bi-Weekly
Back,Child,Medium,Intermediate,Deadlifts,Bi-Weekly
Osteoporotic,Teen,Low,Intermediate,Weight Training,Bi-Weekly
Neck,Child,High,Beginner,Neck Tilts,Daily
Ankle,Teen,Low,Intermediate,Ankle Circles,Bi-Weekly
Shoulder,Adult,Medium,Beginner,Wall Push-ups,Weekly
Shoulder,Child,High,Advanced,Shoulder Rolls,Weekly
Elbow,Adult,High,Beginner,Wrist Flexor Stretch,Bi-Weekly
Neck,Senior,High,Advanced,Neck Rotations,Daily
Back,Child,Medium,Intermediate,Cat-Cow Stretch,Bi-Weekly
Elbow,Child,Medium,Advanced,Resistance Band Curls,Daily
Shoulder,Adult,Medium,Intermediate,Shoulder Rolls,Daily
Elbow,Senior,Low,Intermediate,Resistance Band Curls,Bi-Weekly
Ankle,Teen,Medium,Intermediate,Ankle Circles,Weekly
PCOS,Teen,High,Advanced,Strength Training,Daily
Elbow,Child,Low,Advanced,Resistance Band Curls,Weekly
Ankle,Adult,Medium,Beginner,Calf Raises,Weekly
PCOS,Teen,Medium,Beginner,Strength Training,Bi-Weekly
Shoulder,Senior,High,Beginner,Shoulder Rolls,Weekly
Elbow,Adult,Medium,Beginner,Tricep Dips,Bi-Weekly
Elbow,Teen,High,Beginner,Wrist Flexor Stretch,Bi-Weekly
Ankle,Senior,High,Beginner,Toe Walks,Daily
Elbow,Adult,High,Intermediate,Tricep Dips,Daily
Ankle,Child,Low,Advanced,Toe Walks,Bi-Weekly
Osteoporotic,Teen,High,Advanced,Weight Training,Daily
PCOS,Senior,Low,Beginner,Yoga,Bi-Weekly
PCOS,Senior,Medium,Advanced,Strength Training,Daily
Ankle,Teen,Low,Beginner,Calf Raises,Daily
Shoulder,Child,Low,Advanced,Shoulder Rolls,Weekly
Shoulder,Senior,High,Intermediate,Shoulder Rolls,Weekly
Ankle,Adult,Medium,Intermediate,Calf Raises,Weekly
Knee,Senior,High,Beginner,Lunges,Bi-Weekly
Osteoporotic,Senior,High,Beginner,Balance Exercises,Weekly
Back,Teen,Medium,Intermediate,Cat-Cow Stretch,Weekly
Ankle,Teen,High,Beginner,Toe Walks,Weekly
Neck,Child,Medium,Beginner,Neck Rotations,Weekly
Neck,Child,High,Advanced,Shoulder Shrugs,Daily
Back,Adult,Low,Advanced,Deadlifts,Weekly
Ankle,Teen,High,Intermediate,Ankle Circles,Weekly
Shoulder,Senior,Medium,Intermediate,Arm Circles,Weekly
Neck,Child,Medium,Advanced,Neck Rotations,Bi-Weekly
Knee,Child,Medium,Intermediate,Squats,Bi-Weekly
PCOS,Child,Medium,Beginner,Strength Training,Bi-Weekly
Ankle,Teen,High,Advanced,Ankle Circles,Weekly
Knee,Child,High,Intermediate,Lunges,Bi-Weekly
PCOS,Teen,Medium,Intermediate,Cardio Exercises,Weekly
Knee,Senior,Medium,Advanced,Leg Raises,Bi-Weekly
Ankle,Senior,High,Advanced,Toe Walks,Weekly
Shoulder,Senior,Medium,Intermediate,Arm Circles,Daily
PCOS,Teen,Medium,Advanced,Strength Training,Daily
Knee,Child,High,Intermediate,Squats,Bi-Weekly
Knee,Senior,Medium,Advanced,Lunges,Daily
Osteoporotic,Senior,High,Intermediate,Tai Chi,Bi-Weekly
Knee,Senior,High,Beginner,Lunges,Bi-Weekly
Knee,Child,Medium,Intermediate,Leg Raises,Weekly
Osteoporotic,Senior,Low,Intermediate,Weight Training,Daily
Knee,Senior,Medium,Intermediate,Lunges,Daily
Elbow,Teen,High,Beginner,Resistance Band Curls,Weekly
Knee,Senior,Low,Advanced,Squats,Bi-Weekly
Ankle,Senior,Medium,Beginner,Toe Walks,Daily
Back,Adult,Medium,Advanced,Deadlifts,Weekly
Neck,Adult,Medium,Intermediate,Neck Tilts,Weekly
Back,Teen,High,Intermediate,Deadlifts,Daily
Elbow,Teen,Low,Intermediate,Wrist Flexor Stretch,Weekly
PCOS,Adult,High,Beginner,Yoga,Bi-Weekly
Back,Teen,Medium,Beginner,Cat-Cow Stretch,Bi-Weekly
Knee,Senior,High,Advanced,Lunges,Weekly
Osteoporotic,Adult,Medium,Advanced,Weight Training,Weekly
PCOS,Teen,Medium,Intermediate,Cardio Exercises,Bi-Weekly
Shoulder,Senior,Medium,Beginner,Wall Push-ups,Bi-Weekly
Neck,Adult,Low,Advanced,Neck Tilts,Daily
Ankle,Adult,High,Intermediate,Calf Raises,Bi-Weekly
PCOS,Senior,High,Advanced,Cardio Exercises,Weekly
Shoulder,Child,Low,Intermediate,Shoulder Rolls,Bi-Weekly
Knee,Child,Medium,Intermediate,Lunges,Weekly
Knee,Teen,Low,Intermediate,Lunges,Bi-Weekly
Shoulder,Child,Medium,Advanced,Shoulder Rolls,Weekly
Neck,Teen,Medium,Beginner,Neck Rotations,Bi-Weekly
Knee,Teen,Medium,Intermediate,Lunges,Daily
Osteoporotic,Child,Low,Intermediate,Tai Chi,Bi-Weekly
Elbow,Teen,High,Beginner,Tricep Dips,Bi-Weekly
Ankle,Senior,Low,Advanced,Ankle Circles,Weekly
Ankle,Senior,Low,Intermediate,Ankle Circles,Weekly
Ankle,Child,Low,Advanced,Toe Walks,Weekly
Neck,Adult,High,Advanced,Neck Tilts,Weekly
Neck,Teen,High,Advanced,Neck Rotations,Bi-Weekly
PCOS,Teen,High,Beginner,Cardio Exercises,Weekly
Shoulder,Child,High,Advanced,Arm Circles,Weekly
Neck,Child,Low,Beginner,Neck Tilts,Weekly
Osteoporotic,Adult,Medium,Beginner,Weight Training,Daily
Ankle,Child,High,Intermediate,Ankle Circles,Bi-Weekly
Neck,Adult,High,Advanced,Neck Rotations,Bi-Weekly
Ankle,Child,High,Advanced,Ankle Circles,Bi-Weekly
Back,Senior,High,Intermediate,Superman Exercise,Weekly
Knee,Adult,Medium,Intermediate,Squats,Daily
Shoulder,Adult,Medium,Intermediate,Arm Circles,Bi-Weekly
Osteoporotic,Senior,High,Beginner,Balance Exercises,Daily
PCOS,Teen,Medium,Beginner,Cardio Exercises,Daily
Elbow,Adult,Low,Advanced,Resistance Band Curls,Weekly
Elbow,Senior,Medium,Intermediate,Resistance Band Curls,Daily
Ankle,Adult,Low,Intermediate,Ankle Circles,Daily
Back,Adult,High,Advanced,Deadlifts,Daily
Knee,Adult,Medium,Advanced,Squats,Bi-Weekly
Ankle,Teen,Medium,Advanced,Ankle Circles,Bi-Weekly
Elbow,Teen,Low,Beginner,Tricep Dips,Daily
Neck,Adult,Low,Beginner,Neck Tilts,Bi-Weekly
Elbow,Senior,Medium,Advanced,Resistance Band Curls,Bi-Weekly
Osteoporotic,Child,Low,Intermediate,Weight Training,Daily
Shoulder,Senior,Medium,Beginner,Arm Circles,Weekly
Neck,Adult,Low,Advanced,Shoulder Shrugs,Weekly
Elbow,Child,Medium,Intermediate,Tricep Dips,Weekly
Elbow,Teen,High,Intermediate,Tricep Dips,Bi-Weekly
Back,Child,Medium,Advanced,Deadlifts,Weekly
Osteoporotic,Senior,High,Beginner,Tai Chi,Daily
Ankle,Adult,Medium,Intermediate,Calf Raises,Bi-Weekly
Ankle,Teen,High,Beginner,Calf Raises,Daily
PCOS,Senior,High,Advanced,Cardio Exercises,Bi-Weekly
Shoulder,Teen,High,Intermediate,Arm Circles,Bi-Weekly
Ankle,Teen,Medium,Beginner,Calf Raises,Daily
Shoulder,Adult,Medium,Intermediate,Shoulder Rolls,Daily
Shoulder,Teen,Medium,Intermediate,Shoulder Rolls,Daily
Shoulder,Adult,Low,Beginner,Shoulder Rolls,Daily
Ankle,Senior,Low,Advanced,Calf Raises,Weekly
Neck,Teen,Medium,Advanced,Shoulder Shrugs,Daily
Back,Teen,Low,Beginner,Deadlifts,Weekly
PCOS,Senior,High,Intermediate,Cardio Exercises,Daily
Ankle,Child,High,Intermediate,Toe Walks,Bi-Weekly
Elbow,Adult,High,Advanced,Tricep Dips,Weekly
PCOS,Senior,Low,Intermediate,Strength Training,Daily
Ankle,Teen,High,Intermediate,Calf Raises,Weekly
Neck,Adult,High,Advanced,Neck Tilts,Bi-Weekly
Back,Teen,Medium,Beginner,Cat-Cow Stretch,Weekly
PCOS,Adult,Medium,Intermediate,Yoga,Weekly
Neck,Adult,Medium,Intermediate,Shoulder Shrugs,Bi-Weekly
Back,Adult,Medium,Advanced,Superman Exercise,Daily
Elbow,Adult,Low,Advanced,Wrist Flexor Stretch,Weekly
Knee,Child,High,Beginner,Lunges,Weekly
Shoulder,Teen,Medium,Beginner,Wall Push-ups,Weekly
PCOS,Adult,High,Intermediate,Yoga,Daily
Shoulder,Senior,Medium,Beginner,Shoulder Rolls,Daily
PCOS,Child,Low,Intermediate,Strength Training,Daily
Elbow,Senior,High,Intermediate,Tricep Dips,Weekly
Neck,Adult,Low,Advanced,Shoulder Shrugs,Daily
Neck,Adult,Low,Intermediate,Neck Tilts,Weekly
Shoulder,Adult,High,Intermediate,Wall Push-ups,Weekly
Neck,Senior,Medium,Advanced,Shoulder Shrugs,Daily
Elbow,Child,Low,Beginner,Wrist Flexor Stretch,Weekly
PCOS,Adult,Low,Advanced,Cardio Exercises,Weekly
Osteoporotic,Teen,High,Advanced,Weight Training,Daily
Back,Adult,Medium,Beginner,Superman Exercise,Weekly
PCOS,Child,Low,Advanced,Cardio Exercises,Bi-Weekly
Neck,Teen,Low,Beginner,Neck Rotations,Bi-Weekly
Back,Adult,Low,Intermediate,Superman Exercise,Bi-Weekly
Ankle,Teen,High,Advanced,Toe Walks,Daily
Elbow,Child,High,Intermediate,Resistance Band Curls,Bi-Weekly
Elbow,Teen,Low,Beginner,Wrist Flexor Stretch,Daily
Knee,Senior,Low,Advanced,Leg Raises,Bi-Weekly
Shoulder,Senior,Medium,Advanced,Wall Push-ups,Bi-Weekly
Back,Senior,Medium,Advanced,Superman Exercise,Daily
Shoulder,Adult,High,Advanced,Wall Push-ups,Daily
PCOS,Child,Low,Beginner,Yoga,Daily
Shoulder,Senior,Medium,Intermediate,Wall Push-ups,Bi-Weekly
Osteoporotic,Child,High,Beginner,Balance Exercises,Bi-Weekly
PCOS,Teen,Medium,Beginner,Cardio Exercises,Weekly
Osteoporotic,Child,Medium,Intermediate,Balance Exercises,Weekly
Osteoporotic,Adult,High,Beginner,Balance Exercises,Bi-Weekly
PCOS,Teen,Low,Intermediate,Strength Training,Bi-Weekly
Ankle,Adult,Low,Advanced,Toe Walks,Weekly
Osteoporotic,Senior,Medium,Advanced,Balance Exercises,Weekly
PCOS,Child,High,Intermediate,Yoga,Daily
Knee,Senior,High,Beginner,Squats,Weekly
Elbow,Adult,Medium,Advanced,Tricep Dips,Bi-Weekly
Knee,Adult,Low,Advanced,Squats,Weekly
Osteoporotic,Child,High,Advanced,Balance Exercises,Daily
Knee,Child,Medium,Intermediate,Leg Raises,Bi-Weekly
Shoulder,Child,High,Advanced,Shoulder Rolls,Bi-Weekly
Knee,Teen,High,Intermediate,Lunges,Bi-Weekly
Elbow,Senior,Medium,Beginner,Wrist Flexor Stretch,Daily
PCOS,Teen,Medium,Advanced,Yoga,Bi-Weekly
Neck,Adult,Medium,Beginner,Shoulder Shrugs,Bi-Weekly
Neck,Adult,Low,Beginner,Neck Rotations,Daily
Knee,Teen,Low,Intermediate,Lunges,Weekly
Ankle,Senior,Medium,Advanced,Calf Raises,Daily
Back,Child,Medium,Advanced,Deadlifts,Daily
Neck,Teen,High,Beginner,Shoulder Shrugs,Bi-Weekly
Neck,Child,Medium,Intermediate,Neck Tilts,Weekly
Neck,Child,High,Intermediate,Neck Tilts,Weekly
Knee,Adult,Low,Beginner,Leg Raises,Weekly
Osteoporotic,Senior,Low,Intermediate,Tai Chi,Daily
Knee,Teen,High,Advanced,Squats,Daily
Ankle,Senior,Medium,Intermediate,Ankle Circles,Weekly
Back,Senior,Low,Beginner,Deadlifts,Weekly
Knee,Teen,High,Advanced,Squats,Daily
Shoulder,Senior,Medium,Advanced,Wall Push-ups,Daily
Back,Child,High,Intermediate,Superman Exercise,Weekly
Ankle,Adult,Low,Beginner,Ankle Circles,Bi-Weekly
Knee,Teen,High,Advanced,Lunges,Bi-Weekly
Elbow,Senior,Low,Beginner,Tricep Dips,Weekly
Osteoporotic,Teen,Medium,Intermediate,Weight Training,Weekly
Elbow,Teen,Low,Advanced,Wrist Flexor Stretch,Daily
Back,Adult,High,Intermediate,Cat-Cow Stretch,Daily
Back,Child,Medium,Intermediate,Superman Exercise,Bi-Weekly
Back,Adult,Low,Advanced,Deadlifts,Weekly
Ankle,Adult,Medium,Intermediate,Ankle Circles,Daily
Knee,Senior,Medium,Beginner,Leg Raises,Daily
Elbow,Adult,Low,Advanced,Wrist Flexor Stretch,Bi-Weekly
Ankle,Child,Medium,Intermediate,Ankle Circles,Bi-Weekly
PCOS,Senior,Low,Beginner,Yoga,Weekly
Shoulder,Teen,High,Advanced,Shoulder Rolls,Weekly
Shoulder,Senior,High,Beginner,Shoulder Rolls,Daily
Knee,Senior,High,Advanced,Squats,Bi-Weekly
PCOS,Adult,High,Beginner,Strength Training,Bi-Weekly
Ankle,Senior,Low,Intermediate,Ankle Circles,Daily
Knee,Teen,Low,Advanced,Squats,Daily
Shoulder,Adult,Low,Beginner,Arm Circles,Daily
Knee,Adult,High,Advanced,Squats,Daily
Back,Adult,Low,Beginner,Superman Exercise,Bi-Weekly
Elbow,Adult,Medium,Beginner,Wrist Flexor Stretch,Daily
Elbow,Teen,Low,Advanced,Wrist Flexor Stretch,Bi-Weekly
Back,Senior,Low,Intermediate,Superman Exercise,Weekly
Shoulder,Child,Low,Advanced,Wall Push-ups,Bi-Weekly
Elbow,Child,Medium,Advanced,Resistance Band Curls,Weekly
Osteoporotic,Adult,Medium,Beginner,Tai Chi,Bi-Weekly
Ankle,Senior,Medium,Beginner,Ankle Circles,Weekly
Osteoporotic,Child,High,Beginner,Tai Chi,Daily
Shoulder,Child,Low,Advanced,Wall Push-ups,Weekly
Osteoporotic,Teen,High,Advanced,Weight Training,Weekly
Ankle,Senior,Medium,Intermediate,Toe Walks,Daily
PCOS,Child,Medium,Advanced,Cardio Exercises,Bi-Weekly
Knee,Adult,Low,Advanced,Lunges,Weekly
Back,Senior,Low,Intermediate,Superman Exercise,Bi-Weekly
Shoulder,Adult,Low,Advanced,Shoulder Rolls,Daily
Osteoporotic,Teen,Medium,Intermediate,Balance Exercises,Bi-Weekly
Osteoporotic,Senior,Medium,Beginner,Balance Exercises,Weekly
Neck,Adult,Low,Intermediate,Neck Tilts,Daily
Osteoporotic,Child,Medium,Advanced,Weight Training,Bi-Weekly
Neck,Adult,Low,Intermediate,Neck Tilts,Bi-Weekly
PCOS,Senior,High,Advanced,Yoga,Bi-Weekly
Knee,Teen,Low,Beginner,Squats,Daily
Back,Teen,High,Intermediate,Cat-Cow Stretch,Weekly
Back,Teen,Medium,Beginner,Deadlifts,Bi-Weekly
Ankle,Senior,Low,Advanced,Toe Walks,Weekly
Knee,Teen,Low,Beginner,Squats,Daily
Ankle,Teen,Medium,Intermediate,Calf Raises,Bi-Weekly
Osteoporotic,Teen,Medium,Intermediate,Tai Chi,Bi-Weekly
Back,Senior,High,Beginner,Cat-Cow Stretch,Weekly
Shoulder,Adult,Medium,Advanced,Shoulder Rolls,Weekly
Shoulder,Adult,Medium,Advanced,Arm Circles,Weekly
Elbow,Adult,Low,Advanced,Tricep Dips,Bi-Weekly
PCOS,Child,High,Advanced,Yoga,Daily
Osteoporotic,Teen,High,Intermediate,Tai Chi,Daily
Shoulder,Adult,High,Intermediate,Shoulder Rolls,Bi-Weekly
Neck,Child,Low,Beginner,Shoulder Shrugs,Weekly
Elbow,Teen,Medium,Intermediate,Resistance Band Curls,Weekly
Back,Senior,Medium,Beginner,Deadlifts,Daily
Back,Teen,Low,Intermediate,Cat-Cow Stretch,Weekly
PCOS,Child,Medium,Intermediate,Cardio Exercises,Weekly
Shoulder,Adult,Medium,Intermediate,Shoulder Rolls,Daily
Ankle,Adult,High,Beginner,Toe Walks,Bi-Weekly
Shoulder,Child,Low,Advanced,Arm Circles,Bi-Weekly
PCOS,Adult,Low,Beginner,Strength Training,Daily
Ankle,Child,Medium,Advanced,Toe Walks,Bi-Weekly
Knee,Child,Medium,Beginner,Squats,Daily
Back,Adult,Medium,Advanced,Deadlifts,Daily
Osteoporotic,Senior,High,Intermediate,Balance Exercises,Weekly
Back,Adult,High,Beginner,Cat-Cow Stretch,Weekly
Ankle,Teen,High,Intermediate,Toe Walks,Weekly
Back,Child,High,Intermediate,Cat-Cow Stretch,Daily
Ankle,Adult,Medium,Intermediate,Calf Raises,Weekly
Ankle,Adult,Low,Intermediate,Toe Walks,Bi-Weekly
Shoulder,Teen,Medium,Advanced,Shoulder Rolls,Bi-Weekly
Neck,Senior,Medium,Intermediate,Neck Rotations,Weekly
Back,Senior,Low,Intermediate,Deadlifts,Weekly
PCOS,Adult,Medium,Beginner,Strength Training,Daily
Back,Adult,Low,Beginner,Cat-Cow Stretch,Weekly
Back,Senior,Medium,Beginner,Superman Exercise,Bi-Weekly
Back,Teen,Medium,Advanced,Cat-Cow Stretch,Daily
Neck,Senior,Low,Intermediate,Neck Rotations,Bi-Weekly
Shoulder,Child,High,Beginner,Wall Push-ups,Daily
Shoulder,Senior,Medium,Intermediate,Shoulder Rolls,Weekly
Osteoporotic,Teen,High,Beginner,Weight Training,Daily
Neck,Senior,Medium,Advanced,Neck Tilts,Bi-Weekly
Osteoporotic,Adult,Medium,Intermediate,Balance Exercises,Bi-Weekly
Ankle,Adult,Low,Intermediate,Toe Walks,Daily
Back,Senior,High,Advanced,Superman Exercise,Weekly
Neck,Teen,High,Advanced,Neck Tilts,Bi-Weekly
Back,Teen,High,Intermediate,Deadlifts,Weekly
Shoulder,Child,High,Advanced,Wall Push-ups,Bi-Weekly
Shoulder,Senior,Low,Intermediate,Arm Circles,Weekly
Shoulder,Adult,Medium,Beginner,Wall Push-ups,Daily
Ankle,Senior,Low,Advanced,Toe Walks,Weekly
Elbow,Teen,Medium,Beginner,Tricep Dips,Daily
PCOS,Child,High,Intermediate,Strength Training,Bi-Weekly
Neck,Senior,Medium,Beginner,Shoulder Shrugs,Daily
Knee,Teen,High,Intermediate,Squats,Daily
Shoulder,Senior,High,Advanced,Wall Push-ups,Bi-Weekly
Elbow,Child,Medium,Intermediate,Wrist Flexor Stretch,Weekly
Back,Senior,Medium,Advanced,Superman Exercise,Weekly
Knee,Adult,High,Intermediate,Squats,Bi-Weekly
Shoulder,Teen,Low,Advanced,Arm Circles,Bi-Weekly
Back,Teen,Medium,Beginner,Superman Exercise,Daily
Ankle,Child,Medium,Beginner,Ankle Circles,Daily
Neck,Adult,High,Beginner,Neck Tilts,Weekly
Osteoporotic,Adult,High,Advanced,Weight Training,Weekly
Back,Adult,Medium,Beginner,Superman Exercise,Daily
Back,Adult,Medium,Intermediate,Deadlifts,Bi-Weekly
Osteoporotic,Teen,High,Intermediate,Weight Training,Weekly
Neck,Senior,Low,Advanced,Neck Tilts,Daily
PCOS,Senior,High,Advanced,Cardio Exercises,Bi-Weekly
Shoulder,Teen,Medium,Beginner,Arm Circles,Weekly
PCOS,Senior,Medium,Advanced,Strength Training,Weekly
Shoulder,Teen,Low,Beginner,Wall Push-ups,Daily
Osteoporotic,Child,Low,Beginner,Balance Exercises,Daily
PCOS,Child,High,Intermediate,Yoga,Weekly
Back,Child,Medium,Advanced,Deadlifts,Bi-Weekly
Knee,Senior,Low,Intermediate,Leg Raises,Weekly
Knee,Child,Low,Beginner,Squats,Bi-Weekly
Neck,Teen,Low,Advanced,Neck Tilts,Daily
Ankle,Child,High,Advanced,Toe Walks,Weekly
PCOS,Adult,High,Intermediate,Yoga,Daily
Neck,Teen,Low,Advanced,Neck Tilts,Bi-Weekly
Neck,Teen,Medium,Beginner,Neck Rotations,Bi-Weekly
Ankle,Teen,Medium,Intermediate,Toe Walks,Daily
Back,Child,High,Intermediate,Cat-Cow Stretch,Weekly
Elbow,Senior,High,Advanced,Tricep Dips,Daily
Shoulder,Senior,High,Intermediate,Wall Push-ups,Weekly
Back,Teen,Low,Beginner,Cat-Cow Stretch,Bi-Weekly
PCOS,Teen,Low,Advanced,Yoga,Weekly
Neck,Senior,Low,Beginner,Neck Rotations,Daily
Elbow,Adult,Low,Advanced,Tricep Dips,Weekly
Ankle,Adult,Medium,Intermediate,Ankle Circles,Daily
Elbow,Adult,Low,Advanced,Wrist Flexor Stretch,Weekly
Elbow,Teen,Low,Advanced,Resistance Band Curls,Weekly
Knee,Child,Medium,Beginner,Leg Raises,Weekly
Neck,Adult,Medium,Intermediate,Neck Tilts,Daily
Neck,Teen,Low,Advanced,Neck Rotations,Weekly
Knee,Child,Low,Intermediate,Lunges,Bi-Weekly
Shoulder,Senior,Medium,Advanced,Arm Circles,Bi-Weekly
Back,Child,Low,Beginner,Superman Exercise,Weekly
Ankle,Child,Medium,Advanced,Calf Raises,Daily
Knee,Teen,High,Beginner,Lunges,Bi-Weekly
Knee,Adult,Medium,Advanced,Leg Raises,Daily
Ankle,Teen,High,Intermediate,Ankle Circles,Daily
Elbow,Child,High,Intermediate,Wrist Flexor Stretch,Bi-Weekly
Shoulder,Teen,High,Beginner,Arm Circles,Daily
Osteoporotic,Adult,High,Intermediate,Weight Training,Weekly
Osteoporotic,Adult,Low,Beginner,Tai Chi,Weekly
PCOS,Senior,Medium,Advanced,Yoga,Bi-Weekly
Back,Child,Low,Intermediate,Superman Exercise,Daily
Elbow,Senior,High,Advanced,Tricep Dips,Daily
Elbow,Child,High,Advanced,Wrist Flexor Stretch,Weekly
Osteoporotic,Senior,High,Advanced,Balance Exercises,Daily
Knee,Adult,Low,Beginner,Squats,Daily
Back,Senior,Low,Intermediate,Superman Exercise,Bi-Weekly
Elbow,Senior,Low,Intermediate,Tricep Dips,Bi-Weekly
PCOS,Senior,Low,Advanced,Strength Training,Daily
Elbow,Teen,High,Beginner,Wrist Flexor Stretch,Weekly
Shoulder,Child,Low,Advanced,Shoulder Rolls,Weekly
Back,Senior,High,Advanced,Cat-Cow Stretch,Daily
Knee,Senior,Low,Beginner,Lunges,Bi-Weekly
Neck,Child,High,Advanced,Neck Rotations,Daily
Elbow,Child,Medium,Intermediate,Wrist Flexor Stretch,Weekly
Knee,Child,Medium,Advanced,Leg Raises,Daily
Knee,Teen,Medium,Intermediate,Lunges,Daily
Osteoporotic,Senior,Low,Advanced,Tai Chi,Daily
Neck,Senior,Medium,Advanced,Neck Tilts,Bi-Weekly
Back,Senior,Low,Intermediate,Superman Exercise,Daily
Elbow,Teen,Medium,Intermediate,Resistance Band Curls,Daily
Elbow,Child,High,Advanced,Wrist Flexor Stretch,Bi-Weekly
Elbow,Teen,Medium,Intermediate,Wrist Flexor Stretch,Weekly
Osteoporotic,Adult,Medium,Intermediate,Weight Training,Weekly
Shoulder,Teen,High,Intermediate,Shoulder Rolls,Bi-Weekly
PCOS,Adult,High,Intermediate,Cardio Exercises,Daily
Neck,Senior,Medium,Advanced,Neck Rotations,Bi-Weekly
Neck,Senior,High,Beginner,Neck Rotations,Weekly
Elbow,Adult,Low,Beginner,Resistance Band Curls,Bi-Weekly
Shoulder,Senior,Low,Beginner,Arm Circles,Bi-Weekly
Osteoporotic,Child,Low,Beginner,Weight Training,Bi-Weekly
Osteoporotic,Adult,High,Intermediate,Balance Exercises,Daily
Back,Teen,Low,Advanced,Cat-Cow Stretch,Daily
Osteoporotic,Child,High,Advanced,Weight Training,Bi-Weekly
Knee,Senior,High,Intermediate,Leg Raises,Daily
PCOS,Child,Medium,Advanced,Strength Training,Daily
Ankle,Adult,High,Intermediate,Toe Walks,Daily
Shoulder,Adult,Low,Advanced,Shoulder Rolls,Daily
Osteoporotic,Senior,Low,Beginner,Tai Chi,Daily
Osteoporotic,Teen,Low,Beginner,Weight Training,Bi-Weekly
Knee,Senior,Low,Intermediate,Leg Raises,Bi-Weekly
PCOS,Child,Medium,Advanced,Cardio Exercises,Daily
Back,Adult,Medium,Intermediate,Deadlifts,Weekly
Back,Child,High,Advanced,Cat-Cow Stretch,Daily
Shoulder,Child,High,Beginner,Arm Circles,Weekly
PCOS,Adult,Low,Beginner,Strength Training,Bi-Weekly
PCOS,Teen,Medium,Advanced,Yoga,Bi-Weekly
Knee,Senior,Medium,Beginner,Leg Raises,Bi-Weekly
Shoulder,Child,Low,Beginner,Shoulder Rolls,Daily
Back,Child,High,Beginner,Superman Exercise,Daily
Elbow,Senior,High,Advanced,Wrist Flexor Stretch,Weekly
Ankle,Senior,Medium,Advanced,Toe Walks,Daily
Elbow,Senior,Low,Beginner,Wrist Flexor Stretch,Weekly
Shoulder,Child,Medium,Beginner,Shoulder Rolls,Weekly
Osteoporotic,Senior,High,Intermediate,Balance Exercises,Weekly
Shoulder,Child,Medium,Intermediate,Wall Push-ups,Weekly
Elbow,Teen,High,Beginner,Wrist Flexor Stretch,Weekly
Osteoporotic,Child,Low,Advanced,Balance Exercises,Daily
Elbow,Senior,High,Intermediate,Resistance Band Curls,Daily
Osteoporotic,Senior,High,Intermediate,Balance Exercises,Weekly
Back,Child,Medium,Beginner,Superman Exercise,Bi-Weekly
Knee,Teen,Low,Intermediate,Lunges,Bi-Weekly
PCOS,Teen,Low,Advanced,Yoga,Bi-Weekly
Osteoporotic,Adult,High,Beginner,Weight Training,Weekly
Back,Senior,Medium,Intermediate,Deadlifts,Bi-Weekly
PCOS,Child,High,Advanced,Cardio Exercises,Bi-Weekly
Back,Senior,High,Advanced,Cat-Cow Stretch,Weekly
Knee,Child,High,Advanced,Squats,Bi-Weekly
PCOS,Senior,Low,Advanced,Strength Training,Daily
Elbow,Adult,Low,Advanced,Resistance Band Curls,Daily
Shoulder,Senior,High,Advanced,Wall Push-ups,Weekly
Elbow,Child,Low,Beginner,Tricep Dips,Weekly
PCOS,Adult,Low,Intermediate,Cardio Exercises,Bi-Weekly
Back,Adult,Low,Advanced,Deadlifts,Bi-Weekly
Neck,Adult,High,Intermediate,Neck Tilts,Bi-Weekly
Knee,Child,Medium,Beginner,Squats,Weekly
Ankle,Adult,High,Advanced,Calf Raises,Weekly
Osteoporotic,Senior,High,Beginner,Balance Exercises,Weekly
Neck,Teen,Medium,Beginner,Neck Rotations,Weekly
Osteoporotic,Child,Low,Beginner,Weight Training,Daily
Neck,Teen,Low,Intermediate,Neck Rotations,Daily
Knee,Adult,Medium,Advanced,Leg Raises,Bi-Weekly
PCOS,Teen,High,Beginner,Yoga,Bi-Weekly
Knee,Senior,Low,Beginner,Lunges,Bi-Weekly
Shoulder,Child,High,Advanced,Arm Circles,Bi-Weekly
Neck,Teen,Medium,Intermediate,Shoulder Shrugs,Daily
PCOS,Teen,Low,Advanced,Yoga,Daily
Knee,Senior,High,Advanced,Lunges,Bi-Weekly
Knee,Teen,Low,Intermediate,Lunges,Weekly
Neck,Senior,Low,Advanced,Neck Tilts,Daily
Osteoporotic,Child,Low,Intermediate,Tai Chi,Bi-Weekly
Back,Senior,High,Advanced,Cat-Cow Stretch,Bi-Weekly
PCOS,Adult,Medium,Advanced,Cardio Exercises,Bi-Weekly
Elbow,Senior,Medium,Beginner,Tricep Dips,Weekly
Neck,Senior,Medium,Advanced,Neck Tilts,Weekly
Knee,Child,High,Beginner,Leg Raises,Daily
PCOS,Senior,Low,Intermediate,Yoga,Bi-Weekly
